Name of restaurant,City,Countty Code,Day of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
Angelina Italian Bistro,Detroit,Detroit,1,17,00,22,00
Angelina Italian Bistro,Detroit,Detroit,2,17,00,22,00
Angelina Italian Bistro,Detroit,Detroit,3,17,00,22,00
Angelina Italian Bistro,Detroit,Detroit,4,16,00,23,00
Angelina Italian Bistro,Detroit,Detroit,5,16,00,23,00
Angelina Italian Bistro,Detroit,Detroit,6,16,00,20,00
Angelou's Mexican Grill,San Jose,San Jose,0,09,00,22,00
Angelou's Mexican Grill,San Jose,San Jose,1,09,00,22,00
Angelou's Mexican Grill,San Jose,San Jose,2,09,00,22,00
Angelou's Mexican Grill,San Jose,San Jose,3,09,00,22,00
Angelou's Mexican Grill,San Jose,San Jose,4,09,00,03,00
Angelou's Mexican Grill,San Jose,San Jose,5,11,00,03,00
Angels & Gypsies,London,London,0,12,00,15,00
Angels & Gypsies,London,London,0,18,00,22,00
Angels & Gypsies,London,London,1,12,00,15,00
Angels & Gypsies,London,London,1,18,00,22,00
Angels & Gypsies,London,London,2,12,00,15,00
Angels & Gypsies,London,London,2,18,00,22,00
Angels & Gypsies,London,London,3,12,00,15,00
Angels & Gypsies,London,London,3,18,00,22,00
Angels & Gypsies,London,London,4,12,00,15,00
Angels & Gypsies,London,London,4,18,00,22,30
Angels & Gypsies,London,London,5,12,00,15,00
Angels & Gypsies,London,London,5,18,00,22,30
Angels & Gypsies,London,London,6,12,00,16,00
Angels & Gypsies,London,London,6,18,00,22,00
Angel's Place,Detroit,Detroit,0,12,00,18,00
Angel's Place,Detroit,Detroit,1,12,00,18,00
Angel's Place,Detroit,Detroit,2,12,00,18,00
Angel's Place,Detroit,Detroit,3,12,00,18,00
Angel's Place,Detroit,Detroit,4,12,00,18,00
Angel's Place,Detroit,Detroit,5,12,00,18,00
Angels Trumpet Ale House,Phoenix,Phoenix,1,11,00,00,00
Angels Trumpet Ale House,Phoenix,Phoenix,2,11,00,00,00
Angels Trumpet Ale House,Phoenix,Phoenix,3,11,00,00,00
Angels Trumpet Ale House,Phoenix,Phoenix,4,11,00,00,00
Angels Trumpet Ale House,Phoenix,Phoenix,5,11,00,00,00
Angels Trumpet Ale House,Phoenix,Phoenix,6,11,00,23,00
Angelus Restaurant,London,London,0,10,00,23,00
Angelus Restaurant,London,London,1,10,00,23,00
Angelus Restaurant,London,London,2,10,00,23,00
Angelus Restaurant,London,London,3,10,00,23,00
Angelus Restaurant,London,London,4,10,00,23,00
Angelus Restaurant,London,London,5,10,00,23,00
Angelus Restaurant,London,London,6,10,00,22,00
Angry Crab Shack,Phoenix,Phoenix,0,11,00,22,00
Angry Crab Shack,Phoenix,Phoenix,1,11,00,22,00
Angry Crab Shack,Phoenix,Phoenix,2,11,00,22,00
Angry Crab Shack,Phoenix,Phoenix,3,11,00,22,00
Angry Crab Shack,Phoenix,Phoenix,4,11,00,23,00
Angry Crab Shack,Phoenix,Phoenix,5,11,00,23,00
Angry Crab Shack,Phoenix,Phoenix,6,11,00,22,00
Anita's Mexican Grill,Charlotte,Charlotte,0,10,00,17,00
Anita's Mexican Grill,Charlotte,Charlotte,1,10,00,17,00
Anita's Mexican Grill,Charlotte,Charlotte,2,10,00,17,00
Anita's Mexican Grill,Charlotte,Charlotte,3,10,00,17,00
Anita's Mexican Grill,Charlotte,Charlotte,4,10,00,17,00
Anita's Mexican Grill,Charlotte,Charlotte,5,10,00,16,00
Anthem Kitchen and Bar,Boston,Boston,0,11,00,02,00
Anthem Kitchen and Bar,Boston,Boston,1,11,00,02,00
Anthem Kitchen and Bar,Boston,Boston,2,11,00,02,00
Anthem Kitchen and Bar,Boston,Boston,3,11,00,02,00
Anthem Kitchen and Bar,Boston,Boston,4,11,00,02,00
Anthem Kitchen and Bar,Boston,Boston,5,09,00,02,00
Anthem Kitchen and Bar,Boston,Boston,6,09,00,02,00
Anthony's Cafe,Boston,Boston,0,05,00,15,00
Anthony's Cafe,Boston,Boston,1,05,00,15,00
Anthony's Cafe,Boston,Boston,2,05,00,15,00
Anthony's Cafe,Boston,Boston,3,05,00,15,00
Anthony's Cafe,Boston,Boston,4,05,00,15,00
Anthony's Cafe,Boston,Boston,5,05,00,15,00
Anthony's Cafe,Boston,Boston,6,05,00,15,00
Antica Osteria,Houston,Houston,0,17,00,22,30
Antica Osteria,Houston,Houston,1,17,00,22,30
Antica Osteria,Houston,Houston,2,17,00,22,30
Antica Osteria,Houston,Houston,3,17,00,22,30
Antica Osteria,Houston,Houston,4,17,00,22,30
Antica Osteria,Houston,Houston,5,17,00,22,30
Antico Forno,Boston,Boston,0,11,30,22,00
Antico Forno,Boston,Boston,1,11,30,22,00
Antico Forno,Boston,Boston,2,11,30,22,00
Antico Forno,Boston,Boston,3,11,30,22,00
Antico Forno,Boston,Boston,4,11,30,22,30
Antico Forno,Boston,Boston,5,11,30,22,30
Antico Forno,Boston,Boston,6,11,30,22,00
Antico Restaurant,London,London,1,12,00,15,00
Antico Restaurant,London,London,1,18,00,22,00
Antico Restaurant,London,London,2,12,00,15,00
Antico Restaurant,London,London,2,18,00,22,00
Antico Restaurant,London,London,3,12,00,15,00
Antico Restaurant,London,London,3,18,00,22,00
Antico Restaurant,London,London,4,12,00,15,00
Antico Restaurant,London,London,4,18,00,22,00
Antico Restaurant,London,London,5,12,00,15,00
Antico Restaurant,London,London,5,18,00,22,00
Antico Restaurant,London,London,6,12,00,15,00
Antico Restaurant,London,London,6,18,00,21,30
Antipasto's By Derose Gourmet Meat Fish & Deli,San Jose,San Jose,1,10,00,19,00
Antipasto's By Derose Gourmet Meat Fish & Deli,San Jose,San Jose,2,10,00,19,00
Antipasto's By Derose Gourmet Meat Fish & Deli,San Jose,San Jose,3,10,00,19,00
Antipasto's By Derose Gourmet Meat Fish & Deli,San Jose,San Jose,4,10,00,19,00
Antipasto's By Derose Gourmet Meat Fish & Deli,San Jose,San Jose,5,10,00,18,00
Antique Taco,Chicago,Chicago,1,11,00,22,00
Antique Taco,Chicago,Chicago,2,11,00,22,00
Antique Taco,Chicago,Chicago,3,11,00,22,00
Antique Taco,Chicago,Chicago,4,11,00,23,00
Antique Taco,Chicago,Chicago,5,11,00,23,00
Antique Taco,Chicago,Chicago,6,10,00,15,00
Antojitos El Catracho,Detroit,Detroit,0,10,00,20,30
Antojitos El Catracho,Detroit,Detroit,1,10,00,20,30
Antojitos El Catracho,Detroit,Detroit,2,10,00,20,30
Antojitos El Catracho,Detroit,Detroit,3,10,00,20,30
Antojitos El Catracho,Detroit,Detroit,4,10,00,20,30
Antojitos El Catracho,Detroit,Detroit,5,10,00,20,30
Antojitos Los Tres Poblanitos,San Jose,San Jose,0,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,1,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,2,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,3,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,4,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,5,08,00,20,00
Antojitos Los Tres Poblanitos,San Jose,San Jose,6,08,00,20,00
Antonik's BBQ,San Francisco,San Francisco,0,11,30,14,30
Antonik's BBQ,San Francisco,San Francisco,0,17,30,22,00
Antonik's BBQ,San Francisco,San Francisco,1,11,30,14,30
Antonik's BBQ,San Francisco,San Francisco,1,17,30,22,00
Antonik's BBQ,San Francisco,San Francisco,2,11,30,14,30
Antonik's BBQ,San Francisco,San Francisco,2,17,30,22,00
Antonik's BBQ,San Francisco,San Francisco,3,11,30,14,30
Antonik's BBQ,San Francisco,San Francisco,3,17,30,22,00
Antonik's BBQ,San Francisco,San Francisco,4,11,30,14,30
Antonik's BBQ,San Francisco,San Francisco,4,17,30,22,00
Antonik's BBQ,San Francisco,San Francisco,5,11,00,22,00
Antonik's BBQ,San Francisco,San Francisco,6,11,00,20,00
Ants Bistro,Melbourne,Melbourne,1,11,30,15,00
Ants Bistro,Melbourne,Melbourne,1,17,30,22,30
Ants Bistro,Melbourne,Melbourne,2,11,30,15,00
Ants Bistro,Melbourne,Melbourne,2,17,30,22,30
Ants Bistro,Melbourne,Melbourne,3,11,30,15,00
Ants Bistro,Melbourne,Melbourne,3,17,30,22,30
Ants Bistro,Melbourne,Melbourne,4,11,30,15,00
Ants Bistro,Melbourne,Melbourne,4,17,30,22,30
Ants Bistro,Melbourne,Melbourne,5,17,30,22,30
Ants Bistro,Melbourne,Melbourne,6,11,30,15,00
Ants Bistro,Melbourne,Melbourne,6,17,30,22,30
Anvil Bar & Refuge,Houston,Houston,0,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,1,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,2,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,3,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,4,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,5,16,00,02,00
Anvil Bar & Refuge,Houston,Houston,6,16,00,02,00
ANXO Cidery & Pintxos Bar,Washington,Washington,0,17,00,00,00
ANXO Cidery & Pintxos Bar,Washington,Washington,1,17,00,00,00
ANXO Cidery & Pintxos Bar,Washington,Washington,2,17,00,00,00
ANXO Cidery & Pintxos Bar,Washington,Washington,3,17,00,00,00
ANXO Cidery & Pintxos Bar,Washington,Washington,4,17,00,01,00
ANXO Cidery & Pintxos Bar,Washington,Washington,5,11,00,01,00
ANXO Cidery & Pintxos Bar,Washington,Washington,6,11,00,00,00
Apero Restaurant and Bar,London,London,0,06,30,22,30
Apero Restaurant and Bar,London,London,1,06,30,22,30
Apero Restaurant and Bar,London,London,2,06,30,22,30
Apero Restaurant and Bar,London,London,3,06,30,22,30
Apero Restaurant and Bar,London,London,4,06,30,22,30
Apero Restaurant and Bar,London,London,5,06,30,22,30
Apero Restaurant and Bar,London,London,6,06,30,22,30
Appaloosa Grill,Denver,Denver,0,11,00,02,00
Appaloosa Grill,Denver,Denver,1,11,00,02,00
Appaloosa Grill,Denver,Denver,2,11,00,02,00
Appaloosa Grill,Denver,Denver,3,11,00,02,00
Appaloosa Grill,Denver,Denver,4,11,00,02,00
Appaloosa Grill,Denver,Denver,5,11,00,02,00
Appaloosa Grill,Denver,Denver,6,11,00,02,00
Appetito,The Rocks,The Rocks,0,11,00,23,00
Appetito,The Rocks,The Rocks,1,11,00,23,00
Appetito,The Rocks,The Rocks,2,11,00,23,00
Appetito,The Rocks,The Rocks,3,11,00,23,00
Appetito,The Rocks,The Rocks,4,11,00,23,00
Appetito,The Rocks,The Rocks,5,11,00,23,00
Appetito,The Rocks,The Rocks,6,11,00,23,00
Applebee's,Detroit,Detroit,0,11,00,00,00
Applebee's,Detroit,Detroit,1,11,00,00,00
Applebee's,Detroit,Detroit,2,11,00,00,00
Applebee's,Detroit,Detroit,3,11,00,00,00
Applebee's,Detroit,Detroit,4,11,00,01,00
Applebee's,Detroit,Detroit,5,11,00,01,00
Applebee's,Detroit,Detroit,6,11,00,00,00
Apulia,London,London,0,12,00,23,00
Apulia,London,London,1,12,00,23,00
Apulia,London,London,2,12,00,23,00
Apulia,London,London,3,12,00,23,00
Apulia,London,London,4,12,00,23,00
Apulia,London,London,5,17,30,22,30
Aqua Bar,Perth,Perth,3,16,00,22,00
Aqua Bar,Perth,Perth,4,12,00,00,00
Aqua Bar,Perth,Perth,5,12,00,00,00
Aqua Bar,Perth,Perth,6,12,00,22,00
AQUA e VINO,Charlotte,Charlotte,1,17,00,22,00
AQUA e VINO,Charlotte,Charlotte,2,17,00,22,00
AQUA e VINO,Charlotte,Charlotte,3,17,00,22,00
AQUA e VINO,Charlotte,Charlotte,4,17,00,23,00
AQUA e VINO,Charlotte,Charlotte,5,17,00,23,00
Aqui Cal-Mex,San Jose,San Jose,0,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,1,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,2,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,3,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,4,11,00,21,30
Aqui Cal-Mex,San Jose,San Jose,5,11,00,21,30
Aqui Cal-Mex,San Jose,San Jose,6,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,0,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,1,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,2,11,00,21,00
Aqui Cal-Mex,San Jose,San Jose,3,11,00,21,30
Aqui Cal-Mex,San Jose,San Jose,4,11,00,21,30
Aqui Cal-Mex,San Jose,San Jose,5,11,00,21,30
Aqui Cal-Mex,San Jose,San Jose,6,11,00,21,00
Aquitaine,Boston,Boston,0,11,30,22,00
Aquitaine,Boston,Boston,1,11,30,22,00
Aquitaine,Boston,Boston,2,11,30,22,00
Aquitaine,Boston,Boston,3,11,30,23,00
Aquitaine,Boston,Boston,4,11,30,23,00
Aquitaine,Boston,Boston,5,09,00,23,00
Aquitaine,Boston,Boston,6,09,00,22,00
Aragosta Bar and Bistro,Boston,Boston,0,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,1,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,2,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,3,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,4,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,5,06,30,00,00
Aragosta Bar and Bistro,Boston,Boston,6,06,30,00,00
Arancina,London,London,0,07,30,22,30
Arancina,London,London,1,07,30,22,30
Arancina,London,London,2,07,30,22,30
Arancina,London,London,3,07,30,22,30
Arancina,London,London,4,07,30,23,00
Arancina,London,London,5,07,30,23,00
Arancina,London,London,6,09,00,22,30
Arashi Ramen,Seattle,Seattle,1,11,30,14,30
Arashi Ramen,Seattle,Seattle,1,17,00,21,30
Arashi Ramen,Seattle,Seattle,2,11,30,14,30
Arashi Ramen,Seattle,Seattle,2,17,00,21,30
Arashi Ramen,Seattle,Seattle,3,11,30,21,30
Arashi Ramen,Seattle,Seattle,4,11,30,22,30
Arashi Ramen,Seattle,Seattle,5,11,30,22,30
Arashi Ramen,Seattle,Seattle,6,11,30,21,30
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,0,09,00,00,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,1,09,00,00,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,2,09,00,00,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,3,09,00,00,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,4,09,00,01,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,5,09,00,01,00
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,San Jose,6,09,00,00,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,0,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,1,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,2,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,3,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,4,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,5,11,00,22,00
Arawan Thai Bistro and Dessert,Las Vegas,Las Vegas,6,11,00,22,00
Arbeel Kabob,Detroit,Detroit,0,08,30,22,30
Arbeel Kabob,Detroit,Detroit,1,08,30,22,30
Arbeel Kabob,Detroit,Detroit,2,08,30,22,30
Arbeel Kabob,Detroit,Detroit,3,08,30,22,30
Arbeel Kabob,Detroit,Detroit,4,08,30,22,30
Arbeel Kabob,Detroit,Detroit,5,08,30,22,30
Arbeel Kabob,Detroit,Detroit,6,08,30,22,30
Arbella,Chicago,Chicago,0,17,00,02,00
Arbella,Chicago,Chicago,1,17,00,02,00
Arbella,Chicago,Chicago,2,17,00,02,00
Arbella,Chicago,Chicago,3,17,00,02,00
Arbella,Chicago,Chicago,4,17,00,02,00
Arbella,Chicago,Chicago,5,17,00,03,00
Arbella,Chicago,Chicago,6,17,00,02,00
Arbor,Chicago,Chicago,0,06,30,15,00
Arbor,Chicago,Chicago,1,06,30,15,00
Arbor,Chicago,Chicago,2,06,30,15,00
Arbor,Chicago,Chicago,3,06,30,15,00
Arbor,Chicago,Chicago,3,17,00,23,30
Arbor,Chicago,Chicago,4,06,30,15,00
Arbor,Chicago,Chicago,4,17,00,23,30
Arbor,Chicago,Chicago,5,18,00,23,30
Arcadia,San Jose,San Jose,0,06,30,14,00
Arcadia,San Jose,San Jose,0,17,30,22,00
Arcadia,San Jose,San Jose,1,06,30,14,00
Arcadia,San Jose,San Jose,1,17,30,22,00
Arcadia,San Jose,San Jose,2,06,30,14,00
Arcadia,San Jose,San Jose,2,17,30,22,00
Arcadia,San Jose,San Jose,3,06,30,14,00
Arcadia,San Jose,San Jose,3,17,30,22,00
Arcadia,San Jose,San Jose,4,06,30,14,00
Arcadia,San Jose,San Jose,4,17,30,22,00
Arcadia,San Jose,San Jose,5,06,30,14,00
Arcadia,San Jose,San Jose,5,17,30,22,00
Arcadia,San Jose,San Jose,6,06,30,14,00
Archie's @ Belconnen,Canberra,Canberra,0,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,1,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,2,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,3,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,4,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,5,12,00,21,30
Archie's @ Belconnen,Canberra,Canberra,6,12,00,21,30
Archie's New York Deli,Boston,Boston,0,06,00,16,00
Archie's New York Deli,Boston,Boston,1,06,00,16,00
Archie's New York Deli,Boston,Boston,2,06,00,16,00
Archie's New York Deli,Boston,Boston,3,06,00,16,00
Archie's New York Deli,Boston,Boston,4,06,00,16,00
Archipelago,Washington,Washington,1,17,00,02,00
Archipelago,Washington,Washington,2,17,00,02,00
Archipelago,Washington,Washington,3,17,00,02,00
Archipelago,Washington,Washington,4,17,00,03,00
Archipelago,Washington,Washington,5,17,00,03,00
Archipelago,Washington,Washington,6,17,00,02,00
Architects and Heroes,Subiaco,Subiaco,0,06,30,18,30
Architects and Heroes,Subiaco,Subiaco,1,06,30,18,30
Architects and Heroes,Subiaco,Subiaco,2,06,30,18,30
Architects and Heroes,Subiaco,Subiaco,3,06,30,18,30
Architects and Heroes,Subiaco,Subiaco,4,06,30,18,30
Architects and Heroes,Subiaco,Subiaco,5,06,30,18,30
Arcuri,Washington,Washington,0,16,00,23,00
Arcuri,Washington,Washington,1,16,00,23,00
Arcuri,Washington,Washington,2,16,00,23,00
Arcuri,Washington,Washington,3,16,00,00,30
Arcuri,Washington,Washington,4,12,00,01,30
Arcuri,Washington,Washington,5,11,00,01,30
Arcuri,Washington,Washington,6,11,00,23,00
Arepa & Co,London,London,0,08,00,22,30
Arepa & Co,London,London,1,08,00,22,30
Arepa & Co,London,London,2,08,00,22,30
Arepa & Co,London,London,3,08,00,22,30
Arepa & Co,London,London,4,08,00,22,30
Arepa & Co,London,London,5,10,00,22,30
Arepa & Co,London,London,6,10,00,18,00
Arepa Venezuelan Kitchen,Seattle,Seattle,0,10,30,20,00
Arepa Venezuelan Kitchen,Seattle,Seattle,1,10,30,20,00
Arepa Venezuelan Kitchen,Seattle,Seattle,2,10,30,20,00
Arepa Venezuelan Kitchen,Seattle,Seattle,3,10,30,20,00
Arepa Venezuelan Kitchen,Seattle,Seattle,4,10,30,21,00
Arepa Venezuelan Kitchen,Seattle,Seattle,5,10,30,21,00
Arepa Venezuelan Kitchen,Seattle,Seattle,6,10,30,17,30
Arepas Grill,Charlotte,Charlotte,0,07,00,18,00
Arepas Grill,Charlotte,Charlotte,1,07,00,18,00
Arepas Grill,Charlotte,Charlotte,2,07,00,18,00
Arepas Grill,Charlotte,Charlotte,3,07,00,18,00
Arepas Grill,Charlotte,Charlotte,4,07,00,18,00
Arepas Grill,Charlotte,Charlotte,5,07,00,18,00
Arepas Grill,Charlotte,Charlotte,6,10,00,15,00
Argentina Cafe,Houston,Houston,0,10,00,21,00
Argentina Cafe,Houston,Houston,1,10,00,21,00
Argentina Cafe,Houston,Houston,2,10,00,21,00
Argentina Cafe,Houston,Houston,3,10,00,21,00
Argentina Cafe,Houston,Houston,4,10,00,21,00
Argentina Cafe,Houston,Houston,5,10,00,21,00
Argentina Cafe,Houston,Houston,6,11,00,20,00
Aria,Charlotte,Charlotte,0,11,30,14,00
Aria,Charlotte,Charlotte,0,17,00,22,00
Aria,Charlotte,Charlotte,1,11,30,14,00
Aria,Charlotte,Charlotte,1,17,00,22,00
Aria,Charlotte,Charlotte,2,11,30,14,00
Aria,Charlotte,Charlotte,2,17,00,22,00
Aria,Charlotte,Charlotte,3,11,30,14,00
Aria,Charlotte,Charlotte,3,17,00,22,00
Aria,Charlotte,Charlotte,4,11,30,14,00
Aria,Charlotte,Charlotte,4,17,00,23,00
Aria,Charlotte,Charlotte,5,17,00,23,00
Aria Mediterranean Restaurant,Las Vegas,Las Vegas,0,11,00,21,00
Aria Mediterranean Restaurant,Las Vegas,Las Vegas,2,11,00,21,00
Aria Mediterranean Restaurant,Las Vegas,Las Vegas,5,11,00,21,00
Aria Mediterranean Restaurant,Las Vegas,Las Vegas,6,11,00,21,00
ARIA Restaurant Sydney,Sydney,Sydney,0,12,00,14,30
ARIA Restaurant Sydney,Sydney,Sydney,0,17,30,23,00
ARIA Restaurant Sydney,Sydney,Sydney,1,12,00,14,30
ARIA Restaurant Sydney,Sydney,Sydney,1,17,30,23,00
ARIA Restaurant Sydney,Sydney,Sydney,2,12,00,14,30
ARIA Restaurant Sydney,Sydney,Sydney,2,17,30,23,00
ARIA Restaurant Sydney,Sydney,Sydney,3,12,00,14,30
ARIA Restaurant Sydney,Sydney,Sydney,3,17,30,23,00
ARIA Restaurant Sydney,Sydney,Sydney,4,12,00,14,30
ARIA Restaurant Sydney,Sydney,Sydney,4,17,30,23,00
ARIA Restaurant Sydney,Sydney,Sydney,5,17,00,23,00
ARIA Restaurant Sydney,Sydney,Sydney,6,18,00,22,00
Aria Trattoria,Boston,Boston,0,00,00,12,00
Aria Trattoria,Boston,Boston,0,17,00,00,00
Aria Trattoria,Boston,Boston,1,00,00,12,00
Aria Trattoria,Boston,Boston,1,17,00,00,00
Aria Trattoria,Boston,Boston,2,00,00,12,00
Aria Trattoria,Boston,Boston,2,17,00,00,00
Aria Trattoria,Boston,Boston,3,00,00,12,00
Aria Trattoria,Boston,Boston,3,17,00,00,00
Aria Trattoria,Boston,Boston,4,00,00,12,00
Aria Trattoria,Boston,Boston,4,17,00,00,00
Aria Trattoria,Boston,Boston,5,00,00,12,30
Aria Trattoria,Boston,Boston,5,17,00,00,00
Aria Trattoria,Boston,Boston,6,00,00,12,30
Aria Trattoria,Boston,Boston,6,17,00,00,00
Ariana Restaurant,Boston,Boston,0,17,00,22,00
Ariana Restaurant,Boston,Boston,1,17,00,22,00
Ariana Restaurant,Boston,Boston,2,17,00,22,00
Ariana Restaurant,Boston,Boston,3,17,00,22,00
Ariana Restaurant,Boston,Boston,4,17,00,23,00
Ariana Restaurant,Boston,Boston,5,17,00,23,00
Ariana Restaurant,Boston,Boston,6,17,00,22,00
Arintji,Melbourne,Melbourne,0,10,30,22,00
Arintji,Melbourne,Melbourne,1,10,30,22,00
Arintji,Melbourne,Melbourne,2,10,30,22,00
Arintji,Melbourne,Melbourne,3,10,30,22,00
Arintji,Melbourne,Melbourne,4,10,30,23,00
Arintji,Melbourne,Melbourne,5,10,30,23,00
Arintji,Melbourne,Melbourne,6,10,30,22,00
Arirang Korean Barbecue Restaurant,Perth,Perth,0,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,0,17,00,21,30
Arirang Korean Barbecue Restaurant,Perth,Perth,1,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,1,17,00,21,30
Arirang Korean Barbecue Restaurant,Perth,Perth,2,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,2,17,00,21,30
Arirang Korean Barbecue Restaurant,Perth,Perth,3,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,3,17,00,21,30
Arirang Korean Barbecue Restaurant,Perth,Perth,4,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,4,17,00,22,00
Arirang Korean Barbecue Restaurant,Perth,Perth,5,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,5,17,00,22,00
Arirang Korean Barbecue Restaurant,Perth,Perth,6,11,30,15,00
Arirang Korean Barbecue Restaurant,Perth,Perth,6,17,00,21,30
Arisaig,Glasgow,Glasgow,0,12,00,22,00
Arisaig,Glasgow,Glasgow,1,12,00,22,00
Arisaig,Glasgow,Glasgow,2,12,00,22,00
Arisaig,Glasgow,Glasgow,3,12,00,22,00
Arisaig,Glasgow,Glasgow,4,12,00,22,00
Arisaig,Glasgow,Glasgow,5,12,00,22,00
Arisun Express,Sydney,Sydney,0,11,00,15,00
Arisun Express,Sydney,Sydney,1,11,00,15,00
Arisun Express,Sydney,Sydney,2,11,00,15,00
Arisun Express,Sydney,Sydney,3,11,00,15,00
Arisun Express,Sydney,Sydney,4,11,00,15,00
Arisun Express,Sydney,Sydney,5,11,00,15,00
Arisun Express,Sydney,Sydney,6,11,00,12,00
Arisun,Sydney,Sydney,0,10,30,02,00
Arisun,Sydney,Sydney,1,10,30,02,00
Arisun,Sydney,Sydney,2,10,30,02,00
Arisun,Sydney,Sydney,3,10,30,02,00
Arisun,Sydney,Sydney,4,10,30,02,00
Arisun,Sydney,Sydney,5,10,30,02,00
Arisun,Sydney,Sydney,6,10,30,02,00
Armando's,Detroit,Detroit,0,10,30,00,00
Armando's,Detroit,Detroit,1,10,30,00,00
Armando's,Detroit,Detroit,2,10,30,00,00
Armando's,Detroit,Detroit,3,10,30,02,00
Armando's,Detroit,Detroit,4,10,30,04,00
Armando's,Detroit,Detroit,5,10,30,04,00
Armando's,Detroit,Detroit,6,10,30,02,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,0,11,30,15,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,0,16,00,22,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,1,11,30,15,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,1,16,00,22,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,2,11,30,15,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,2,16,00,22,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,3,11,30,15,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,3,16,00,22,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,4,11,30,15,00
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,4,16,00,22,30
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,5,12,00,22,30
Aroi Fine Thai & Japanese Cuisine,Washington,Washington,6,12,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,1,11,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,2,11,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,3,11,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,4,11,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,5,11,00,22,00
Aroma Cuisine of the World/Oscar Catering,Las Vegas,Las Vegas,6,12,00,21,00
Aromas Regent,Brisbane,Brisbane,0,07,00,18,00
Aromas Regent,Brisbane,Brisbane,1,07,00,18,00
Aromas Regent,Brisbane,Brisbane,2,07,00,18,00
